date_time,wind speed,wind dir
2017-07-23 01:00:00,16,255
2017-07-23 04:00:00,10,285
2017-07-23 07:00:00,7,325
2017-07-23 10:00:00,8,320
2017-07-23 13:00:00,12,315
2017-07-23 16:00:00,9,305
2017-07-23 19:00:00,9,275
2017-07-23 22:00:00,9,265
2017-07-24 01:00:00,12,285
2017-07-24 04:00:00,13,300
2017-07-24 07:00:00,15,310
2017-07-24 10:00:00,16,310
2017-07-24 13:00:00,11,280
2017-07-24 16:00:00,10,280
2017-07-24 19:00:00,4,300
2017-07-24 22:00:00,9,265
2017-07-25 01:00:00,19,285
2017-07-25 04:00:00,21,315
2017-07-25 07:00:00,31,335
2017-07-25 10:00:00,31,335
2017-07-25 13:00:00,22,340
2017-07-25 16:00:00,17,345
2017-07-25 19:00:00,22,345
2017-07-25 22:00:00,24,0
2017-07-26 01:00:00,33,10
2017-07-26 04:00:00,37,10
2017-07-26 07:00:00,66,30
2017-07-26 10:00:00,57,35
2017-07-26 13:00:00,69,40
2017-07-26 16:00:00,64,35
2017-07-26 19:00:00,70,35
2017-07-26 22:00:00,52,40
2017-07-27 01:00:00,37,50
2017-07-27 04:00:00,22,10
2017-07-27 07:00:00,25,20
2017-07-27 10:00:00,15,30
2017-07-27 13:00:00,34,45
2017-07-27 16:00:00,29,10
2017-07-27 19:00:00,32,355
2017-07-27 22:00:00,26,330
2017-07-28 01:00:00,26,335
2017-07-28 04:00:00,24,335
2017-07-28 07:00:00,25,310
2017-07-28 10:00:00,24,300
2017-07-28 13:00:00,21,305
2017-07-28 16:00:00,19,275
2017-07-28 19:00:00,25,250
2017-07-28 22:00:00,29,250
2017-07-29 01:00:00,29,250
2017-07-29 04:00:00,24,270
2017-07-29 07:00:00,28,295
2017-07-29 10:00:00,27,290
2017-07-29 13:00:00,22,280
2017-07-29 16:00:00,21,265
2017-07-29 19:00:00,14,260
2017-07-29 22:00:00,22,250
2017-07-30 01:00:00,20,240
2017-07-30 04:00:00,18,260
2017-07-30 07:00:00,7,275
2017-07-30 10:00:00,14,265
2017-07-30 13:00:00,11,265
2017-07-30 16:00:00,19,260
2017-07-30 19:00:00,17,260
2017-07-30 22:00:00,26,255
2017-07-31 01:00:00,38,250
2017-07-31 04:00:00,35,260
2017-07-31 07:00:00,27,275
2017-07-31 10:00:00,24,285
2017-07-31 13:00:00,18,290
2017-07-31 16:00:00,17,275
2017-07-31 19:00:00,15,250
2017-07-31 22:00:00,28,255
2017-08-01 01:00:00,42,260
2017-08-01 04:00:00,43,260
2017-08-01 07:00:00,43,260
2017-08-01 10:00:00,37,265
2017-08-01 13:00:00,27,260
2017-08-01 16:00:00,25,255
2017-08-01 19:00:00,29,270
2017-08-01 22:00:00,42,265
2017-08-02 01:00:00,44,260
2017-08-02 04:00:00,45,255
2017-08-02 07:00:00,43,255
2017-08-02 10:00:00,33,265
2017-08-02 13:00:00,29,250
2017-08-02 16:00:00,33,250
2017-08-02 19:00:00,35,260
2017-08-02 22:00:00,42,260
2017-08-03 01:00:00,48,260
2017-08-03 04:00:00,45,260
2017-08-03 07:00:00,36,270
2017-08-03 10:00:00,35,275
2017-08-03 13:00:00,30,270
2017-08-03 16:00:00,31,265
2017-08-03 19:00:00,37,270
2017-08-03 22:00:00,41,265
2017-08-04 01:00:00,34,270
2017-08-04 04:00:00,29,265
2017-08-04 07:00:00,26,265
2017-08-04 10:00:00,24,270
2017-08-04 13:00:00,21,245
2017-08-04 16:00:00,26,240
2017-08-04 19:00:00,35,255
2017-08-04 22:00:00,36,250
2017-08-05 01:00:00,46,250
2017-08-05 04:00:00,40,255
2017-08-05 07:00:00,35,250
2017-08-05 10:00:00,34,250
2017-08-05 13:00:00,35,240
2017-08-05 16:00:00,34,240
2017-08-05 19:00:00,31,245
2017-08-05 22:00:00,38,235
2017-08-06 01:00:00,39,235
2017-08-06 04:00:00,38,230
2017-08-06 07:00:00,34,220
2017-08-06 10:00:00,28,215
2017-08-06 13:00:00,22,230
2017-08-06 16:00:00,22,245
2017-08-06 19:00:00,22,235
2017-08-06 22:00:00,19,235
2017-08-07 01:00:00,20,235
2017-08-07 04:00:00,20,235
2017-08-07 07:00:00,24,230
2017-08-07 10:00:00,23,230
2017-08-07 13:00:00,23,230
2017-08-07 16:00:00,26,235
2017-08-07 19:00:00,28,230
2017-08-07 22:00:00,27,240
2017-08-08 01:00:00,29,245
2017-08-08 04:00:00,31,245
2017-08-08 07:00:00,28,245
2017-08-08 10:00:00,28,240
2017-08-08 13:00:00,25,235
2017-08-08 16:00:00,24,240
2017-08-08 19:00:00,28,235
2017-08-08 22:00:00,30,240
2017-08-09 01:00:00,34,240
2017-08-09 04:00:00,35,240
2017-08-09 07:00:00,30,260
2017-08-09 10:00:00,26,270
2017-08-09 13:00:00,21,260
2017-08-09 16:00:00,23,260
2017-08-09 19:00:00,18,265
2017-08-09 22:00:00,17,270
2017-08-10 01:00:00,21,260
2017-08-10 04:00:00,21,270
2017-08-10 07:00:00,25,285
2017-08-10 10:00:00,21,290
2017-08-10 13:00:00,18,260
2017-08-10 16:00:00,17,255
2017-08-10 19:00:00,16,265
2017-08-10 22:00:00,21,270
2017-08-11 01:00:00,29,270
2017-08-11 04:00:00,27,275
2017-08-11 07:00:00,20,270
2017-08-11 10:00:00,18,275
2017-08-11 13:00:00,15,245
2017-08-11 16:00:00,16,245
2017-08-11 19:00:00,10,255
2017-08-11 22:00:00,5,255
2017-08-12 01:00:00,11,235
2017-08-12 04:00:00,10,250
2017-08-12 07:00:00,8,265
2017-08-12 10:00:00,8,250
2017-08-12 13:00:00,8,225
2017-08-12 16:00:00,11,225
2017-08-12 19:00:00,7,245
2017-08-12 22:00:00,6,225
2017-08-13 01:00:00,9,220
2017-08-13 04:00:00,11,220
2017-08-13 07:00:00,15,240
2017-08-13 10:00:00,10,245
2017-08-13 13:00:00,11,245
2017-08-13 16:00:00,11,250
2017-08-13 19:00:00,12,230
2017-08-13 22:00:00,10,200
2017-08-14 01:00:00,12,195
2017-08-14 04:00:00,15,215
2017-08-14 07:00:00,18,235
2017-08-14 10:00:00,15,240
2017-08-14 13:00:00,14,240
2017-08-14 16:00:00,15,235
2017-08-14 19:00:00,18,225
2017-08-14 22:00:00,18,205
2017-08-15 01:00:00,22,210
2017-08-15 04:00:00,23,230
2017-08-15 07:00:00,20,245
2017-08-15 10:00:00,19,245
2017-08-15 13:00:00,16,235
2017-08-15 16:00:00,19,225
2017-08-15 19:00:00,23,215
2017-08-15 22:00:00,25,220
2017-08-16 01:00:00,28,225
2017-08-16 04:00:00,25,230
2017-08-16 07:00:00,16,255
2017-08-16 10:00:00,12,245
2017-08-16 13:00:00,15,220
2017-08-16 16:00:00,13,225
2017-08-16 19:00:00,10,220
2017-08-16 22:00:00,18,185
2017-08-17 01:00:00,25,185
2017-08-17 04:00:00,22,190
2017-08-17 07:00:00,16,190
2017-08-17 10:00:00,13,165
2017-08-17 13:00:00,10,160
2017-08-17 16:00:00,13,115
2017-08-17 19:00:00,23,115
2017-08-17 22:00:00,28,130
2017-08-18 01:00:00,25,140
2017-08-18 04:00:00,23,155
2017-08-18 07:00:00,26,130
2017-08-18 10:00:00,23,130
2017-08-18 13:00:00,16,130
2017-08-18 16:00:00,11,115
2017-08-18 19:00:00,12,115
2017-08-18 22:00:00,19,100
2017-08-19 01:00:00,19,100
2017-08-19 04:00:00,13,95
2017-08-19 07:00:00,19,75
2017-08-19 10:00:00,19,65
2017-08-19 13:00:00,16,70
2017-08-19 16:00:00,15,90
2017-08-19 19:00:00,14,110
2017-08-19 22:00:00,19,110
2017-08-20 01:00:00,19,120
2017-08-20 04:00:00,15,115
2017-08-20 07:00:00,16,100
2017-08-20 10:00:00,21,105
2017-08-20 13:00:00,23,135
2017-08-20 16:00:00,24,145
2017-08-20 19:00:00,20,155
2017-08-20 22:00:00,24,160
2017-08-21 01:00:00,21,165
2017-08-21 04:00:00,17,155
2017-08-21 07:00:00,18,140
2017-08-21 10:00:00,17,145
2017-08-21 13:00:00,11,165
2017-08-21 16:00:00,9,170
2017-08-21 19:00:00,12,175
2017-08-21 22:00:00,14,175
2017-08-22 01:00:00,18,185
2017-08-22 04:00:00,16,210
2017-08-22 07:00:00,12,250
2017-08-22 10:00:00,11,270
2017-08-22 13:00:00,6,285
2017-08-22 16:00:00,7,300
2017-08-22 19:00:00,9,275
2017-08-22 22:00:00,11,260
2017-08-23 01:00:00,14,275
2017-08-23 04:00:00,14,295
2017-08-23 07:00:00,14,325
2017-08-23 10:00:00,13,320
2017-08-23 13:00:00,9,285
2017-08-23 16:00:00,10,255
2017-08-23 19:00:00,11,230
2017-08-23 22:00:00,15,230
2017-08-24 01:00:00,29,245
2017-08-24 04:00:00,31,265
2017-08-24 07:00:00,27,260
2017-08-24 10:00:00,24,270
2017-08-24 13:00:00,16,285
2017-08-24 16:00:00,14,280
2017-08-24 19:00:00,15,285
2017-08-24 22:00:00,12,245
2017-08-25 01:00:00,18,240
2017-08-25 04:00:00,18,245
2017-08-25 07:00:00,20,245
2017-08-25 10:00:00,18,250
2017-08-25 13:00:00,15,250
2017-08-25 16:00:00,9,250
2017-08-25 19:00:00,4,330
2017-08-25 22:00:00,3,305
2017-08-26 01:00:00,13,320
2017-08-26 04:00:00,14,340
2017-08-26 07:00:00,14,350
2017-08-26 10:00:00,14,350
2017-08-26 13:00:00,15,355
2017-08-26 16:00:00,13,15
2017-08-26 19:00:00,11,20
2017-08-26 22:00:00,16,55
2017-08-27 01:00:00,20,70
2017-08-27 04:00:00,20,65
2017-08-27 07:00:00,27,75
2017-08-27 10:00:00,28,70
2017-08-27 13:00:00,17,45
2017-08-27 16:00:00,18,40
2017-08-27 19:00:00,18,60
2017-08-27 22:00:00,23,75
2017-08-28 01:00:00,24,80
2017-08-28 04:00:00,17,75
2017-08-28 07:00:00,16,35
2017-08-28 10:00:00,15,30
2017-08-28 13:00:00,15,10
2017-08-28 16:00:00,16,10
2017-08-28 19:00:00,7,5
2017-08-28 22:00:00,4,310
2017-08-29 01:00:00,12,245
2017-08-29 04:00:00,19,255
2017-08-29 07:00:00,17,265
2017-08-29 10:00:00,14,275
2017-08-29 13:00:00,13,265
2017-08-29 16:00:00,12,280
2017-08-29 19:00:00,5,325
2017-08-29 22:00:00,2,335
2017-08-30 01:00:00,2,215
2017-08-30 04:00:00,6,215
2017-08-30 07:00:00,12,230
2017-08-30 10:00:00,11,235
2017-08-30 13:00:00,7,230
2017-08-30 16:00:00,4,205
2017-08-30 19:00:00,16,165
2017-08-30 22:00:00,18,160
2017-08-31 01:00:00,20,190
2017-08-31 04:00:00,21,220
2017-08-31 07:00:00,21,230
2017-08-31 10:00:00,19,225
2017-08-31 13:00:00,14,220
2017-08-31 16:00:00,13,205
2017-08-31 19:00:00,20,205
2017-08-31 22:00:00,18,205
2017-09-01 01:00:00,24,215
2017-09-01 04:00:00,27,235
2017-09-01 07:00:00,24,245
2017-09-01 10:00:00,25,250
2017-09-01 13:00:00,17,260
2017-09-01 16:00:00,21,260
2017-09-01 19:00:00,26,255
2017-09-01 22:00:00,26,255
2017-09-02 01:00:00,34,270
2017-09-02 04:00:00,35,275
2017-09-02 07:00:00,25,285
2017-09-02 10:00:00,22,290
2017-09-02 13:00:00,13,275
2017-09-02 16:00:00,13,260
2017-09-02 19:00:00,11,230
2017-09-02 22:00:00,10,230
2017-09-03 01:00:00,11,220
2017-09-03 04:00:00,10,260
2017-09-03 07:00:00,9,265
2017-09-03 10:00:00,9,245
2017-09-03 13:00:00,8,225
2017-09-03 16:00:00,12,230
2017-09-03 19:00:00,10,220
2017-09-03 22:00:00,7,200
2017-09-04 01:00:00,14,205
2017-09-04 04:00:00,15,225
2017-09-04 07:00:00,8,240
2017-09-04 10:00:00,9,235
2017-09-04 13:00:00,11,225
2017-09-04 16:00:00,11,215
2017-09-04 19:00:00,16,190
2017-09-04 22:00:00,19,190
2017-09-05 01:00:00,22,200
2017-09-05 04:00:00,21,220
2017-09-05 07:00:00,13,215
2017-09-05 10:00:00,15,220
2017-09-05 13:00:00,14,225
2017-09-05 16:00:00,15,220
2017-09-05 19:00:00,18,220
2017-09-05 22:00:00,19,205
2017-09-06 01:00:00,17,200
2017-09-06 04:00:00,19,215
2017-09-06 07:00:00,14,225
2017-09-06 10:00:00,10,215
2017-09-06 13:00:00,13,195
2017-09-06 16:00:00,15,200
2017-09-06 19:00:00,20,190
2017-09-06 22:00:00,18,185
2017-09-07 01:00:00,19,200
2017-09-07 04:00:00,17,205
2017-09-07 07:00:00,13,235
2017-09-07 10:00:00,14,225
2017-09-07 13:00:00,15,220
2017-09-07 16:00:00,15,215
2017-09-07 19:00:00,18,195
2017-09-07 22:00:00,21,195
2017-09-08 01:00:00,21,210
2017-09-08 04:00:00,20,220
2017-09-08 07:00:00,20,220
2017-09-08 10:00:00,17,225
2017-09-08 13:00:00,13,230
2017-09-08 16:00:00,11,235
2017-09-08 19:00:00,13,220
2017-09-08 22:00:00,15,210
2017-09-09 01:00:00,17,215
2017-09-09 04:00:00,18,230
2017-09-09 07:00:00,19,235
2017-09-09 10:00:00,17,240
2017-09-09 13:00:00,14,235
2017-09-09 16:00:00,13,235
2017-09-09 19:00:00,15,225
2017-09-09 22:00:00,14,210
2017-09-10 01:00:00,18,230
2017-09-10 04:00:00,17,245
2017-09-10 07:00:00,18,250
2017-09-10 10:00:00,15,270
2017-09-10 13:00:00,6,285
2017-09-10 16:00:00,5,265
2017-09-10 19:00:00,8,260
2017-09-10 22:00:00,4,230
2017-09-11 01:00:00,2,315
2017-09-11 04:00:00,3,335
2017-09-11 07:00:00,4,75
2017-09-11 10:00:00,5,135
2017-09-11 13:00:00,4,155
2017-09-11 16:00:00,3,195
2017-09-11 19:00:00,7,190
2017-09-11 22:00:00,8,190
2017-09-12 01:00:00,9,190
2017-09-12 04:00:00,4,250
2017-09-12 07:00:00,6,50
2017-09-12 10:00:00,6,40
2017-09-12 13:00:00,4,30
2017-09-12 16:00:00,4,40
2017-09-12 19:00:00,3,55
2017-09-12 22:00:00,4,5
2017-09-13 01:00:00,9,300
2017-09-13 04:00:00,11,340
2017-09-13 07:00:00,16,5
2017-09-13 10:00:00,12,10
2017-09-13 13:00:00,8,10
2017-09-13 16:00:00,7,345
2017-09-13 19:00:00,9,325
2017-09-13 22:00:00,10,330
2017-09-14 01:00:00,14,350
2017-09-14 04:00:00,15,0
2017-09-14 07:00:00,13,15
2017-09-14 10:00:00,14,0
2017-09-14 13:00:00,16,10
2017-09-14 16:00:00,12,20
2017-09-14 19:00:00,19,15
2017-09-14 22:00:00,21,30
2017-09-15 01:00:00,21,30
2017-09-15 04:00:00,17,10
2017-09-15 07:00:00,17,270
2017-09-15 10:00:00,29,295
2017-09-15 13:00:00,33,290
2017-09-15 16:00:00,47,290
2017-09-15 19:00:00,36,295
2017-09-15 22:00:00,35,275
2017-09-16 01:00:00,42,235
2017-09-16 04:00:00,45,230
2017-09-16 07:00:00,44,195
2017-09-16 10:00:00,40,180
2017-09-16 13:00:00,32,180
2017-09-16 16:00:00,29,175
2017-09-16 19:00:00,29,160
2017-09-16 22:00:00,30,165
2017-09-17 01:00:00,26,160
2017-09-17 04:00:00,24,140
2017-09-17 07:00:00,26,155
2017-09-17 10:00:00,25,165
2017-09-17 13:00:00,26,180
2017-09-17 16:00:00,21,195
2017-09-17 19:00:00,19,205
2017-09-17 22:00:00,21,220
2017-09-18 01:00:00,15,195
2017-09-18 04:00:00,16,220
2017-09-18 07:00:00,15,245
2017-09-18 10:00:00,5,270
2017-09-18 13:00:00,4,290
2017-09-18 16:00:00,5,315
2017-09-18 19:00:00,13,290
2017-09-18 22:00:00,14,325
2017-09-19 01:00:00,7,345
2017-09-19 04:00:00,9,5
2017-09-19 07:00:00,11,25
2017-09-19 10:00:00,11,45
2017-09-19 13:00:00,3,35
2017-09-19 16:00:00,3,295
2017-09-19 19:00:00,11,305
2017-09-19 22:00:00,11,295
2017-09-20 01:00:00,12,260
2017-09-20 04:00:00,9,285
2017-09-20 07:00:00,11,20
2017-09-20 10:00:00,5,30
2017-09-20 13:00:00,5,20
2017-09-20 16:00:00,4,10
2017-09-20 19:00:00,4,25
2017-09-20 22:00:00,6,90
2017-09-21 01:00:00,7,75
2017-09-21 04:00:00,9,105
2017-09-21 07:00:00,13,105
2017-09-21 10:00:00,12,110
2017-09-21 13:00:00,9,90
2017-09-21 16:00:00,10,75
2017-09-21 19:00:00,6,75
2017-09-21 22:00:00,8,85
2017-09-22 01:00:00,10,75
2017-09-22 04:00:00,15,95
2017-09-22 07:00:00,10,85
2017-09-22 10:00:00,12,85
2017-09-22 13:00:00,7,65
2017-09-22 16:00:00,9,65
2017-09-22 19:00:00,7,125
2017-09-22 22:00:00,6,115
2017-09-23 01:00:00,5,145
2017-09-23 04:00:00,4,105
2017-09-23 07:00:00,11,90
2017-09-23 10:00:00,16,85
2017-09-23 13:00:00,20,75
2017-09-23 16:00:00,18,70
2017-09-23 19:00:00,19,90
2017-09-23 22:00:00,18,100
2017-09-24 01:00:00,13,100
2017-09-24 04:00:00,12,90
2017-09-24 07:00:00,10,95
2017-09-24 10:00:00,11,90
2017-09-24 13:00:00,7,100
2017-09-24 16:00:00,8,75
2017-09-24 19:00:00,10,90
2017-09-24 22:00:00,10,125
2017-09-25 01:00:00,6,145
2017-09-25 04:00:00,5,185
2017-09-25 07:00:00,9,215
2017-09-25 10:00:00,4,195
2017-09-25 13:00:00,3,170
2017-09-25 16:00:00,3,145
2017-09-25 19:00:00,8,160
2017-09-25 22:00:00,17,165
2017-09-26 01:00:00,20,165
2017-09-26 04:00:00,20,150
2017-09-26 07:00:00,23,140
2017-09-26 10:00:00,21,135
2017-09-26 13:00:00,14,140
2017-09-26 16:00:00,14,120
2017-09-26 19:00:00,15,130
2017-09-26 22:00:00,15,135
2017-09-27 01:00:00,12,130
2017-09-27 04:00:00,8,145
2017-09-27 07:00:00,11,155
2017-09-27 10:00:00,11,145
2017-09-27 13:00:00,6,155
2017-09-27 16:00:00,4,150
2017-09-27 19:00:00,10,175
2017-09-27 22:00:00,13,185
2017-09-28 01:00:00,10,175
2017-09-28 04:00:00,4,220
2017-09-28 07:00:00,3,25
2017-09-28 10:00:00,8,45
2017-09-28 13:00:00,11,60
2017-09-28 16:00:00,12,65
2017-09-28 19:00:00,7,75
2017-09-28 22:00:00,8,105
2017-09-29 01:00:00,12,105
2017-09-29 04:00:00,14,110
2017-09-29 07:00:00,13,105
2017-09-29 10:00:00,11,100
2017-09-29 13:00:00,11,95
2017-09-29 16:00:00,9,75
2017-09-29 19:00:00,12,65
2017-09-29 22:00:00,14,85
2017-09-30 01:00:00,17,90
2017-09-30 04:00:00,17,100
2017-09-30 07:00:00,19,95
2017-09-30 10:00:00,16,100
2017-09-30 13:00:00,8,100
2017-09-30 16:00:00,5,55
2017-09-30 19:00:00,6,10
2017-09-30 22:00:00,5,45
2017-10-01 01:00:00,7,80
2017-10-01 04:00:00,7,75
2017-10-01 07:00:00,5,60
2017-10-01 10:00:00,5,60
2017-10-01 13:00:00,7,85
2017-10-01 16:00:00,5,90
2017-10-01 19:00:00,4,130
2017-10-01 22:00:00,4,180
2017-10-02 01:00:00,2,105
2017-10-02 04:00:00,4,95
2017-10-02 07:00:00,6,40
2017-10-02 10:00:00,8,50
2017-10-02 13:00:00,10,40
2017-10-02 16:00:00,15,45
2017-10-02 19:00:00,26,70
2017-10-02 22:00:00,26,80
2017-10-03 01:00:00,24,80
2017-10-03 04:00:00,28,70
2017-10-03 07:00:00,37,75
2017-10-03 10:00:00,39,70
2017-10-03 13:00:00,34,85
2017-10-03 16:00:00,31,95
2017-10-03 19:00:00,39,95
2017-10-03 22:00:00,42,100
2017-10-04 01:00:00,40,105
2017-10-04 04:00:00,38,105
2017-10-04 07:00:00,40,105
2017-10-04 10:00:00,40,100
2017-10-04 13:00:00,39,100
2017-10-04 16:00:00,38,110
2017-10-04 19:00:00,38,115
2017-10-04 22:00:00,32,120
2017-10-05 01:00:00,12,155
2017-10-05 04:00:00,16,195
2017-10-05 07:00:00,21,180
2017-10-05 10:00:00,19,165
2017-10-05 13:00:00,16,155
2017-10-05 16:00:00,17,160
2017-10-05 19:00:00,17,195
2017-10-05 22:00:00,16,205
2017-10-06 01:00:00,13,190
2017-10-06 04:00:00,12,180
2017-10-06 07:00:00,13,170
2017-10-06 10:00:00,11,165
2017-10-06 13:00:00,9,165
2017-10-06 16:00:00,8,140
2017-10-06 19:00:00,13,95
2017-10-06 22:00:00,16,75
2017-10-07 01:00:00,17,75
2017-10-07 04:00:00,14,75
2017-10-07 07:00:00,18,70
2017-10-07 10:00:00,19,60
2017-10-07 13:00:00,16,60
2017-10-07 16:00:00,14,70
2017-10-07 19:00:00,12,90
2017-10-07 22:00:00,18,85
2017-10-08 01:00:00,17,85
2017-10-08 04:00:00,19,85
2017-10-08 07:00:00,20,95
2017-10-08 10:00:00,23,85
2017-10-08 13:00:00,26,80
2017-10-08 16:00:00,29,75
2017-10-08 19:00:00,40,70
2017-10-08 22:00:00,43,75
2017-10-09 01:00:00,41,75
2017-10-09 04:00:00,44,80
2017-10-09 07:00:00,46,85
2017-10-09 10:00:00,39,85
2017-10-09 13:00:00,25,75
2017-10-09 16:00:00,20,50
2017-10-09 19:00:00,27,45
2017-10-09 22:00:00,28,50
2017-10-10 01:00:00,14,35
2017-10-10 04:00:00,15,320
2017-10-10 07:00:00,21,300
2017-10-10 10:00:00,22,300
2017-10-10 13:00:00,18,310
2017-10-10 16:00:00,11,270
2017-10-10 19:00:00,10,220
2017-10-10 22:00:00,14,165
2017-10-11 01:00:00,14,155
2017-10-11 04:00:00,12,160
2017-10-11 07:00:00,12,155
2017-10-11 10:00:00,9,120
2017-10-11 13:00:00,9,95
